,pais,Participación,conteo
Lugar origen,Bolivia,2.03%,3.00
,Brazil,4.73%,7.00
,Chile,0.68%,1.00
,Colombia,13.51%,20.00
,Ecuador,3.38%,5.00
,Guatemala,1.35%,2.00
,Mexico,58.78%,87.00
,Nicaragua,0.68%,1.00
,Paraguay,0.68%,1.00
,Peru,10.81%,16.00
,Venezuela,3.38%,5.00
