name,total
Santos ,1542,,,,,,,,,,,,,,,,
Mariología,1626,,,,,,,,,,,,,,,,
Cristología,593,,,,,,,,,,,,,,,,
Temas seculares: civiles,471,,Gráfica 57  (para abajo),,,,,,,,,,,,,,
Temas seculares: Historia,227,,,,,,,,,,,,,,,,
Temas seculares: Retrato,479,,,,,,,,,,,,,,,,
Alegorías y emblemas,283,,,,,,,,,,,,,,,,
Ángeles,146,,,,,,,,,,,,,,,,
Dogma,227,,,,,,,,,,,,,,,,
Antiguo Testamento,59,,,,,,,,,,,,,,,,
Mística y Moral,47,,,,,,,,,,,,,,,,
