name,total
Castas,405,,
Paisaje,116,,
Escenas cotidianas,104,,
Clásicos y mitológicos,83,,
Biombos,58,,
Vistas urbanas,51,,
Naturaleza Muerta,25,,Gráfica 4
Escudos,15,,
Barcos,14,,
escenas de Cacería,14,,
Defensas de Tesis,11,,
Dibujos de Cuerpo,8,,
