name,total
Familia,72,,,,,,,,,,,,,,,,,,,
Cinco señores,50,,,,,,,,,,,,,,,,,,,
Taller de Nazaret,47,,,,,,,,,,,,,,,,,,,
Sagrada Familia con San Juan,42,,Gráfica 46,,,,,,,,,,,,,,,,,
Sueño de Jesús,23,,,,,,,,,,,,,,,,,,,
La mesa,10,,,,,,,,,,,,,,,,,,,
Posada y otros,15,,,,,,,,,,,,,,,,,,,
