,pais,Participación,conteo
Lugar origen,Argentina,3.65%,21.0
,Bolivia,3.99%,23.0
,Brazil,5.03%,29.0
,Chile,3.99%,23.0
,Colombia,18.75%,108.0
,Cuba,0.17%,1.0
,Ecuador,5.03%,29.0
,Guatemala,1.39%,8.0
,Honduras,0.35%,2.0
,Mexico,34.55%,199.0
,Panama,0.17%,1.0
,Peru,22.05%,127.0
,United States,0.17%,1.0
,Venezuela,0.69%,4.0
