,pais,Participación,conteo
Lugar origen,Argentina,2.69%,5.00
,Bolivia,3.23%,6.00
,Brazil,12.90%,24.00
,Chile,0.54%,1.00
,Colombia,1.61%,3.00
,Ecuador,6.99%,13.00
,Mexico,24.19%,45.00
,Peru,46.77%,87.00
,Venezuela,1.08%,2.00
