name,total
Santos ,292,,,,,,,,,,,,,,,,
Mariología,240,,,,,,,,,,,,,,,,
Cristología,66,,,,,,,,,,,,,,,,
Temas seculares: civiles,13,,,,,,,,,,,,,,,,
Temas seculares: Historia,20,,,,,,,,,,,,,,,,
Temas seculares: Retrato,16,,,,,,,,,,,,,,,,
Alegorías y emblemas,35,,,,,,,,,,,,,,,,
Ángeles,24,,,,,,,,,,,,,,,,
Dogma,26,,,,,,,,,,,,,,,,
Antiguo Testamento,53,,,,,,,,,,,,,,,,
Mística y Moral,10,,,,,,,,,,,,,,,,
