name,total
Santos ,75,,,,,,,,,,,,,,,,
Mariología,57,,,,,,,,,,,,,,,,
Cristología,38,,,,,,,,,,,,,,,,
Temas seculares: civiles,0,,,,,,,,,,,,,,,,
Temas seculares: Historia,2,,,,,,,,,,,,,,,,
Temas seculares: Retrato,24,,,,,,,,,,,,,,,,
Alegorías y emblemas,4,,,,,,,,,,,,,,,,
Ángeles,3,,,,,,,,,,,,,,,,
Dogma,3,,,,,,,,,,,,,,,,
Antiguo Testamento,1,,,,,,,,,,,,,,,,
Mística y Moral,1,,,,,,,,,,,,,,,,
