,pais,Participación,conteo
Lugar origen,Argentina,5.26%,5.00
,Bolivia,4.21%,4.00
,Brazil,9.47%,9.00
,Chile,2.11%,2.00
,Colombia,30.53%,29.00
,Ecuador,12.63%,12.00
,Mexico,14.74%,14.00
,Peru,18.95%,18.00
,United States,2.11%,2.00
