,pais,Participación,conteo
Lugar origen,Bolivia,0.34%,1.0
,Brazil,1.01%,3.0
,Chile,1.34%,4.0
,Colombia,3.02%,9.0
,Cuba,0.34%,1.0
,Ecuador,2.01%,6.0
,Mexico,7.72%,23.0
,Peru,2.68%,8.0
,Puerto Rico,1.34%,4.0
,United Kingdom,0.34%,1.0
,United States,79.53%,237.0
,Venezuela,0.34%,1.0
