categoria,anio,conteo,
Retrato,1788,19.00,
Retrato,1789,13.00,
Retrato,1790,49.00,
Retrato,1791,15.00,
Retrato,1792,12.00,
Retrato,1793,20.00,
Retrato,1794,11.00,
Retrato,1795,67.00,
Retrato,1796,18.00,
Retrato,1797,7.00,
Retrato,1798,15.00,
Retrato,1799,4.00,
Retrato,1800,95.00,
Retrato,1801,20.00,
Retrato,1802,14.00,
Retrato,1803,23.00,
Retrato,1804,20.00,
Retrato,1805,38.00,
Retrato,1806,26.00,
Retrato,1807,18.00,
Retrato,1808,18.00,
Retrato,1809,18.00,
Retrato,1810,43.00,
Retrato,1811,15.00,
Retrato,1812,19.00,
Retrato,1813,11.00,
Retrato,1814,22.00,
Retrato,1815,63.00,
Retrato,1816,13.00,
Retrato,1817,8.00,
Retrato,1818,30.00,
Retrato,1819,24.00,
Retrato,1820,76.00,
Retrato,1821,19.00,
Retrato,1822,20.00,
Retrato,1823,20.00,
Retrato,1824,15.00,
Retrato,1825,52.00,
Retrato,1826,23.00,
Retrato,1827,15.00,
Retrato,1828,25.00,
Retrato,1829,18.00,
Retrato,1830,38.00,
Retrato,1831,3.00,
Retrato,1832,4.00,
Retrato,1833,5.00,
Retrato,1834,2.00,
Retrato,1835,21.00,
Retrato,1836,1.00,
Retrato,1837,3.00,
Retrato,1838,4.00,
Retrato,1839,1.00,
Retrato,1840,23.00,
Temas seculares,1600,,
Temas seculares,1616,,
Temas seculares,1669,,
Temas seculares,1670,,
Temas seculares,1679,,
Temas seculares,1700,1.00,
Temas seculares,1705,,
Temas seculares,1708,,
Temas seculares,1710,1.00,
Temas seculares,1711,,
Temas seculares,1713,,
Temas seculares,1715,,
Temas seculares,1717,,
Temas seculares,1718,,
Temas seculares,1719,,
Temas seculares,1720,,
Temas seculares,1722,,
Temas seculares,1723,,
Temas seculares,1724,,
Temas seculares,1725,,
Temas seculares,1726,,
Temas seculares,1727,,
Temas seculares,1728,,
Temas seculares,1729,,
Temas seculares,1730,,
Temas seculares,1731,,
Temas seculares,1732,,
Temas seculares,1733,,
Temas seculares,1734,,
Temas seculares,1735,,
Temas seculares,1737,,
Temas seculares,1738,,
Temas seculares,1740,,
Temas seculares,1741,,
Temas seculares,1742,,
Temas seculares,1743,,
Temas seculares,1745,,
Temas seculares,1746,,
Temas seculares,1747,,
Temas seculares,1748,,
Temas seculares,1749,,
Temas seculares,1750,,
Temas seculares,1751,,
Temas seculares,1752,,
Temas seculares,1753,,
Temas seculares,1754,,
Temas seculares,1755,,
Temas seculares,1756,,
Temas seculares,1757,,
Temas seculares,1758,,
Temas seculares,1759,,
Temas seculares,1760,,
Temas seculares,1761,,
Temas seculares,1762,,
Temas seculares,1763,,
Temas seculares,1764,1.00,
Temas seculares,1765,,
Temas seculares,1766,,
Temas seculares,1767,,
Temas seculares,1768,,
Temas seculares,1769,,
Temas seculares,1770,,
Temas seculares,1771,,
Temas seculares,1772,,
Temas seculares,1773,,
Temas seculares,1774,,
Temas seculares,1775,3.00,
Temas seculares,1776,,
Temas seculares,1777,,
Temas seculares,1778,,
Temas seculares,1779,,
Temas seculares,1780,,
Temas seculares,1781,,
Temas seculares,1782,,
Temas seculares,1783,,
Temas seculares,1784,,
Temas seculares,1785,,
Temas seculares,1786,1.00,
Temas seculares,1787,,
Temas seculares,1788,,
Temas seculares,1789,,
Temas seculares,1790,,
Temas seculares,1791,,
Temas seculares,1792,,
Temas seculares,1793,,
Temas seculares,1794,,
Temas seculares,1795,,
Temas seculares,1796,,
Temas seculares,1797,,
Temas seculares,1798,,
Temas seculares,1799,,
Temas seculares,1800,7.00,
Temas seculares,1801,,
Temas seculares,1802,,
Temas seculares,1803,1.00,
Temas seculares,1804,,
Temas seculares,1805,,
Temas seculares,1806,,
Temas seculares,1807,,
Temas seculares,1808,,
Temas seculares,1809,,
Temas seculares,1810,,
Temas seculares,1811,,
Temas seculares,1812,,
Temas seculares,1813,,
Temas seculares,1814,1.00,
Temas seculares,1815,,
Temas seculares,1816,,
Temas seculares,1817,,
Temas seculares,1818,,
Temas seculares,1819,,
Temas seculares,1820,1.00,
Temas seculares,1821,,
Temas seculares,1822,,
Temas seculares,1823,,
Temas seculares,1824,,
Temas seculares,1825,1.00,
Temas seculares,1826,,
Temas seculares,1827,,
Temas seculares,1828,,
Temas seculares,1829,,
Temas seculares,1830,,
Temas seculares,1831,,
Temas seculares,1832,,
Temas seculares,1833,,
Temas seculares,1834,,
Temas seculares,1835,,
Temas seculares,1836,,
Temas seculares,1837,,
Temas seculares,1838,,
Temas seculares,1839,,
Temas seculares,1840,,
Santos,1600,1.00,
Santos,1616,,
Santos,1669,1.00,
Santos,1670,,
Santos,1679,,
Santos,1700,2.00,
Santos,1705,,
Santos,1708,,
Santos,1710,,
Santos,1711,,
Santos,1713,,
Santos,1715,,
Santos,1717,,
Santos,1718,,
Santos,1719,,
Santos,1720,,
Santos,1722,,
Santos,1723,,
Santos,1724,,
Santos,1725,,
Santos,1726,,
Santos,1727,,
Santos,1728,,
Santos,1729,,
Santos,1730,1.00,
Santos,1731,,
Santos,1732,,
Santos,1733,,
Santos,1734,,
Santos,1735,,
Santos,1737,,
Santos,1738,,
Santos,1740,,
Santos,1741,,
Santos,1742,,
Santos,1743,,
Santos,1745,,
Santos,1746,,
Santos,1747,,
Santos,1748,,
Santos,1749,,
Santos,1750,1.00,
Santos,1751,,
Santos,1752,,
Santos,1753,,
Santos,1754,1.00,
Santos,1755,,
Santos,1756,,
Santos,1757,,
Santos,1758,3.00,
Santos,1759,,
Santos,1760,2.00,
Santos,1761,,
Santos,1762,,
Santos,1763,,
Santos,1764,,
Santos,1765,,
Santos,1766,,
Santos,1767,,
Santos,1768,1.00,
Santos,1769,,
Santos,1770,4.00,
Santos,1771,,
Santos,1772,1.00,
Santos,1773,1.00,
Santos,1774,,
Santos,1775,2.00,
Santos,1776,1.00,
Santos,1777,1.00,
Santos,1778,2.00,
Santos,1779,1.00,
Santos,1780,2.00,
Santos,1781,1.00,
Santos,1782,,
Santos,1783,,
Santos,1784,,
Santos,1785,,
Santos,1786,,
Santos,1787,,
Santos,1788,1.00,
Santos,1789,2.00,
Santos,1790,1.00,
Santos,1791,1.00,
Santos,1792,10.00,
Santos,1793,2.00,
Santos,1794,,
Santos,1795,2.00,
Santos,1796,10.00,
Santos,1797,3.00,
Santos,1798,,
Santos,1799,2.00,
Santos,1800,31.00,
Santos,1801,3.00,
Santos,1802,3.00,
Santos,1803,3.00,
Santos,1804,3.00,
Santos,1805,1.00,
Santos,1806,2.00,
Santos,1807,3.00,
Santos,1808,1.00,
Santos,1809,3.00,
Santos,1810,2.00,
Santos,1811,3.00,
Santos,1812,3.00,
Santos,1813,1.00,
Santos,1814,1.00,
Santos,1815,6.00,
Santos,1816,2.00,
Santos,1817,1.00,
Santos,1818,4.00,
Santos,1819,7.00,
Santos,1820,10.00,
Santos,1821,4.00,
Santos,1822,3.00,
Santos,1823,1.00,
Santos,1824,6.00,
Santos,1825,5.00,
Santos,1826,4.00,
Santos,1827,10.00,
Santos,1828,3.00,
Santos,1829,3.00,
Santos,1830,12.00,
Santos,1831,,
Santos,1832,1.00,
Santos,1833,,
Santos,1834,,
Santos,1835,,
Santos,1836,,
Santos,1837,,
Santos,1838,,
Santos,1839,,
Santos,1840,0,
