,pais,Participación,conteo
Lugar origen,Argentina,1.16%,2.00
,Bolivia,2.91%,5.00
,Brazil,3.49%,6.00
,Colombia,9.88%,17.00
,Ecuador,3.49%,6.00
,Guatemala,1.74%,3.00
,Mexico,31.98%,55.00
,Peru,41.28%,71.00
,United States,2.91%,5.00
,Venezuela,1.16%,2.00
