,pais,Participación,conteo
Lugar origen,Argentina,3.04%,46.0
,Bolivia,1.85%,28.0
,Brazil,6.09%,92.0
,Chile,9.86%,149.0
,Colombia,22.90%,346.0
,Cuba,0.26%,4.0
,Ecuador,4.50%,68.0
,Guatemala,1.79%,27.0
,Mexico,27.00%,408.0
,Peru,21.44%,324.0
,Spain,0.07%,1.0
,United States,0.13%,2.0
,Venezuela,1.06%,16.0
