name,total
Santos ,241,,,,,,,,,,,,,,,,
Mariología,122,,,,,,,,,,,,,,,,
Cristología,66,,,,,,,,,,,,,,,,
Temas seculares: civiles,2,,,,,,,,,,,,,,,,
Temas seculares: Historia,5,,,,,,,,,,,,,,,,
Temas seculares: Retrato,102,,,,,,,,,,,,,,,,
Alegorías y emblemas,2,,,,,,,,,,,,,,,,
Ángeles,6,,,,,,,,,,,,,,,,
Dogma,14,,,,,,,,,,,,,,,,
Antiguo Testamento,2,,,,,,,,,,,,,,,,
Mística y Moral,0,,,,,,,,,,,,,,,,
