,pais,Participación,conteo
Lugar origen,Argentina,4.67%,5.00
,Bolivia,1.87%,2.00
,Brazil,8.41%,9.00
,Chile,0.93%,1.00
,Colombia,7.48%,8.00
,Ecuador,0.93%,1.00
,Guatemala,1.87%,2.00
,Mexico,48.60%,52.00
,Peru,17.76%,19.00
,United States,5.61%,6.00
,Venezuela,1.87%,2.00
