,pais,Participación,conteo
Lugar origen,Bolivia,6.42%,7.00
,Chile,10.09%,11.00
,Colombia,29.36%,32.00
,Ecuador,8.26%,9.00
,Mexico,18.35%,20.00
,Peru,27.52%,30.00
