name,total
Letanías,90,,
Emblemas,77,,
Corazón,66,,
Cristo Adulto,63,,Gráfica 48
"Estaciones, continentes",53,,
Virgen Inmaculada,47,,
Académicas y seculares,45,,
Virgen María,44,,
sibilas,42,,
Cristo niño,37,,
Ordenes y vida religiosa,36,,
Triunfos,35,,
Virtudes,24,,
Zodiaco,21,,
Naves,11,,
Imperio y políticas,10,,
Bíblicas,8,,
Vida Cristiana,8,,
Clásicas,5,,
Triunfos Virgen,5,,
