name,total
Santos ,205,,,,,,,,,,,,,,,,
Mariología,191,,,,,,,,,,,,,,,,
Cristología,70,,,,,,,,,,,,,,,,
Temas seculares: civiles,8,,,,,,,,,,,,,,,,
Temas seculares: Historia,5,,,,,,,,,,,,,,,,
Temas seculares: Retrato,40,,,,,,,,,,,,,,,,
Alegorías y emblemas,21,,,,,,,,,,,,,,,,
Ángeles,40,,,,,,,,,,,,,,,,
Dogma,5,,,,,,,,,,,,,,,,
Antiguo Testamento,15,,,,,,,,,,,,,,,,
Mística y Moral,5,,,,,,,,,,,,,,,,
