name,total
Santos ,117,,,,,,,,,,,,,,,,
Mariología,220,,,,,,,,,,,,,,,,
Cristología,52,,,,,,,,,,,,,,,,
Temas seculares: civiles,19,,,,,,,,,,,,,,,,
Temas seculares: Historia,5,,,,,,,,,,,,,,,,
Temas seculares: Retrato,19,,,,,,,,,,,,,,,,
Alegorías y emblemas,42,,,,,,,,,,,,,,,,
Ángeles,59,,,,,,,,,,,,,,,,
Dogma,25,,,,,,,,,,,,,,,,
Antiguo Testamento,14,,,,,,,,,,,,,,,,
Mística y Moral,3,,,,,,,,,,,,,,,,
