name,total
Santos ,80,,,,,,,,,,,,,,,,
Mariología,203,,,,,,,,,,,,,,,,
Cristología,15,,,,,,,,,,,,,,,,
Temas seculares: civiles,1,,,,,,,,,,,,,,,,
Temas seculares: Historia,1,,,,,,,,,,,,,,,,
Temas seculares: Retrato,26,,,,,,,,,,,,,,,,
Alegorías y emblemas,4,,,,,,,,,,,,,,,,
Ángeles,13,,,,,,,,,,,,,,,,
Dogma,8,,,,,,,,,,,,,,,,
Antiguo Testamento,0,,,,,,,,,,,,,,,,
Mística y Moral,0,,,,,,,,,,,,,,,,
