,pais,Participación,conteo
Lugar origen,Argentina,14.75%,18.00
,Brazil,2.46%,3.00
,Chile,13.11%,16.00
,Colombia,4.92%,6.00
,Ecuador,0.82%,1.00
,Guatemala,1.64%,2.00
,Mexico,32.79%,40.00
,Paraguay,0.82%,1.00
,Peru,4.10%,5.00
,United States,23.77%,29.00
,Venezuela,0.82%,1.00
