,pais,Participación,conteo
Lugar origen,Argentina,2.74%,2.00
,Bolivia,16.44%,12.00
,Brazil,6.85%,5.00
,Chile,1.37%,1.00
,Colombia,30.14%,22.00
,Guatemala,1.37%,1.00
,Mexico,26.03%,19.00
,Peru,13.70%,10.00
,Venezuela,1.37%,1.00
