name,total
Laicos,875,,
Clérigos hombres,426,,
Miniaturas masculinas,253,,
Virreyes,94,,
Indígenas,90,,
Reyes,53,,Gráfica 10
Funerario,9,,
Autorretrato ,24,,
Ecuestres,6,,
