,pais,Participación,conteo
Lugar origen,Bolivia,8.00%,8.00
,Brazil,7.00%,7.00
,Colombia,2.00%,2.00
,Ecuador,1.00%,1.00
,Guatemala,1.00%,1.00
,Mexico,60.00%,60.00
,Peru,16.00%,16.00
,United States,5.00%,5.00
