,pais,Participación,conteo
Lugar origen,Argentina,9.80%,5.00
,Bolivia,1.96%,1.00
,Brazil,1.96%,1.00
,Colombia,1.96%,1.00
,Ecuador,15.69%,8.00
,Mexico,50.98%,26.00
,Peru,15.69%,8.00
,United States,1.96%,1.00
