name,total
Santos ,191,,,,,,,,,,,,,,,,
Mariología,127,,,,,,,,,,,,,,,,
Cristología,64,,,,,,,,,,,,,,,,
Temas seculares: civiles,48,,,,,,,,,,,,,,,,
Temas seculares: Historia,39,,,,,,,,,,,,,,,,
Temas seculares: Retrato,48,,,,,,,,,,,,,,,,
Alegorías y emblemas,58,,,,,,,,,,,,,,,,
Ángeles,16,,,,,,,,,,,,,,,,
Dogma,7,,,,,,,,,,,,,,,,
Antiguo Testamento,43,,,,,,,,,,,,,,,,
Mística y Moral,1,,,,,,,,,,,,,,,,
