,pais,Participación,conteo
Lugar origen,Argentina,2.09%,4.00
,Bolivia,4.19%,8.00
,Brazil,12.57%,24.00
,Colombia,6.81%,13.00
,Ecuador,9.42%,18.00
,Guatemala,0.52%,1.00
,Mexico,19.37%,37.00
,Peru,39.79%,76.00
,United States,5.24%,10.00
