name,total
Indefinidos/sin fondo,3809,,
Paisaje,2843,,
Celeste/terrestre,2465,,Gráfica 54
Interiores habitacionales,3449,,
Celeste,1495,,
Ciudad-Poblado,1558,,
Simbólico-escatológico,1110,,
