,pais,Participación,conteo
Lugar origen,Argentina,6.80%,28.0
,Bolivia,10.19%,42.0
,Brazil,0.49%,2.0
,Chile,0.97%,4.0
,Colombia,21.12%,87.0
,Ecuador,5.10%,21.0
,Guatemala,0.49%,2.0
,Mexico,26.94%,111.0
,Peru,25.00%,103.0
,United States,0.49%,2.0
,Venezuela,2.43%,10.0
