,pais,Participación,conteo
Lugar origen,Argentina,1.86%,14.0
,Bolivia,1.99%,15.0
,Brazil,2.26%,17.0
,Chile,1.20%,9.0
,Colombia,28.02%,211.0
,Cuba,0.13%,1.0
,Ecuador,12.75%,96.0
,Guatemala,1.20%,9.0
,Mexico,19.52%,147.0
,Peru,29.22%,220.0
,Spain,0.13%,1.0
,United States,0.40%,3.0
,Venezuela,1.33%,10.0
