name,total
Escudo,52,,
Cruz-estandarte,35,,
Palma,24,,
Balanza,15,,Gráfica 17
Espada,14,,
Rollo,12,,
Lanza ,11,,
Otras representaciones,8,,
Brazo abierto,7,,
cadena,6,,
