,pais,Participación,conteo
Lugar origen,Argentina,3.86%,22.0
,Bolivia,3.51%,20.0
,Brazil,2.63%,15.0
,Chile,4.39%,25.0
,Colombia,16.84%,96.0
,Cuba,0.18%,1.0
,Ecuador,3.51%,20.0
,Guatemala,3.51%,20.0
,Honduras,0.35%,2.0
,Mexico,38.07%,217.0
,Nicaragua,0.18%,1.0
,Peru,21.23%,121.0
,United States,0.88%,5.0
,Venezuela,0.88%,5.0
