,pais,Participación,conteo
Lugar origen,Argentina,1.79%,4.00
,Bolivia,0.45%,1.00
,Brazil,1.35%,3.00
,Chile,8.52%,19.00
,Colombia,30.94%,69.00
,Ecuador,6.28%,14.00
,Guatemala,4.04%,9.00
,Mexico,34.53%,77.00
,Peru,12.11%,27.00
