,pais,Participación,conteo
Lugar origen,Argentina,3.56%,28.0
,Bolivia,3.94%,31.0
,Brazil,2.16%,17.0
,Chile,1.27%,10.0
,Colombia,32.40%,255.0
,Dominican Rep.,0.38%,3.0
,Ecuador,3.81%,30.0
,Guatemala,2.03%,16.0
,Honduras,0.13%,1.0
,Mexico,26.68%,210.0
,Peru,21.98%,173.0
,United States,0.64%,5.0
,Venezuela,1.02%,8.0
