name,total
Santos ,5728,,
Mariología,5113,,
Cristología,1645,,
Temas seculares: civiles,904,,
Temas seculares: Historia,467,,
Temas seculares: Retrato,2983,,Gráfica 1
Alegorías y emblemas,727,,
Ángeles,574,,
Dogma,521,,
Antiguo Testamento,403,,
Mística y Moral,95,,
