name,total
Santos ,11,,,,,,,,,,,,,,,,
Mariología,10,,,,,,,,,,,,,,,,
Cristología,2,,,,,,,,,,,,,,,,
Temas seculares: civiles,4,,,,,,,,,,,,,,,,
Temas seculares: Historia,4,,,,,,,,,,,,,,,,
Temas seculares: Retrato,10,,,,,,,,,,,,,,,,
Alegorías y emblemas,0,,,,,,,,,,,,,,,,
Ángeles,0,,,,,,,,,,,,,,,,
Dogma,0,,,,,,,,,,,,,,,,
Antiguo Testamento,0,,,,,,,,,,,,,,,,
Mística y Moral,0,,,,,,,,,,,,,,,,
