categoria,anio,conteo
Historia,1630,
Historia,1631,
Historia,1632,
Historia,1634,
Historia,1635,
Historia,1637,
Historia,1638,
Historia,1639,
Historia,1640,1.0
Historia,1642,
Historia,1643,
Historia,1645,
Historia,1646,
Historia,1647,
Historia,1648,
Historia,1649,
Historia,1650,3.0
Historia,1652,
Historia,1653,1.0
Historia,1655,
Historia,1656,
Historia,1658,
Historia,1659,
Historia,1660,
Historia,1661,
Historia,1662,
Historia,1665,
Historia,1666,
Historia,1667,
Historia,1668,
Historia,1669,3.0
Historia,1670,
Historia,1671,
Historia,1672,
Historia,1673,
Historia,1675,
Historia,1676,
Historia,1677,
Historia,1678,
Historia,1679,
Historia,1680,33.0
Historia,1681,
Historia,1683,
Historia,1684,
Historia,1685,
Historia,1686,
Historia,1687,
Historia,1688,
Historia,1689,
Historia,1690,1.0
Historia,1691,
Historia,1692,
Historia,1693,
Historia,1694,
Historia,1695,
Historia,1697,
Historia,1698,
Historia,1699,1.0
Historia,1700,32.0
Historia,1701,
Historia,1702,
Historia,1703,
Historia,1704,1.0
Historia,1705,1.0
Historia,1706,
Historia,1708,
Historia,1709,1.0
Historia,1710,1.0
Historia,1711,1.0
Historia,1713,
Historia,1714,
Historia,1715,9.0
Historia,1716,1.0
Historia,1717,2.0
Historia,1719,
Historia,1720,2.0
Historia,1721,
Historia,1723,
Historia,1724,
Historia,1725,
Historia,1726,1.0
Historia,1727,
Historia,1728,
Historia,1729,
Historia,1730,
Historia,1732,
Historia,1733,
Historia,1735,
Historia,1736,1.0
Historia,1737,1.0
Historia,1738,1.0
Historia,1739,
Historia,1740,4.0
Historia,1741,
Historia,1743,1.0
Historia,1744,1.0
Historia,1745,1.0
Historia,1746,
Historia,1747,
Historia,1749,
Historia,1750,2.0
Historia,1751,1.0
Historia,1752,
Historia,1753,
Historia,1754,
Historia,1755,2.0
Historia,1756,1.0
Historia,1757,
Historia,1758,1.0
Historia,1759,
Historia,1760,
Historia,1761,1.0
Historia,1762,
Historia,1763,
Historia,1764,
Historia,1765,1.0
Historia,1766,
Historia,1767,5.0
Historia,1768,
Historia,1769,
Historia,1770,1.0
Historia,1771,
Historia,1772,
Historia,1773,1.0
Historia,1774,
Historia,1775,
Historia,1776,23.0
Historia,1777,1.0
Historia,1778,
Historia,1779,
Historia,1780,
Historia,1781,1.0
Historia,1782,
Historia,1783,
Historia,1784,
Historia,1785,
Historia,1786,
Historia,1787,
Historia,1788,
Historia,1789,
Historia,1790,
Historia,1791,
Historia,1792,
Historia,1793,
Historia,1794,
Historia,1795,
Historia,1797,
Historia,1799,
Historia,1800,1.0
Historia,1801,
Historia,1802,
Historia,1803,1.0
Historia,1805,
Historia,1806,
Historia,1808,
Historia,1809,1.0
Historia,1810,
Historia,1811,
Historia,1812,1.0
Historia,1813,
Historia,1814,
Historia,1816,
Historia,1817,
Historia,1818,
Historia,1819,
Historia,1820,1.0
Historia,1821,
Historia,1822,
Historia,1824,
Historia,1830,
Historia,1832,
Historia,1834,1.0
Historia,1840,
Historia,1850,
Historia,1852,
Historia,1858,
Historia,1860,
Mariología,1500,1.0
Mariología,1535,
Mariología,1539,1.0
Mariología,1550,18.0
Mariología,1551,
Mariología,1554,1.0
Mariología,1556,2.0
Mariología,1558,1.0
Mariología,1560,
Mariología,1562,
Mariología,1565,
Mariología,1568,1.0
Mariología,1570,4.0
Mariología,1573,6.0
Mariología,1575,9.0
Mariología,1579,1.0
Mariología,1580,
Mariología,1581,
Mariología,1584,1.0
Mariología,1586,2.0
Mariología,1587,2.0
Mariología,1588,2.0
Mariología,1590,2.0
Mariología,1594,
Mariología,1600,150.0
Mariología,1602,
Mariología,1603,3.0
Mariología,1604,4.0
Mariología,1605,5.0
Mariología,1606,1.0
Mariología,1607,1.0
Mariología,1609,1.0
Mariología,1610,13.0
Mariología,1611,2.0
Mariología,1612,
Mariología,1615,2.0
Mariología,1616,1.0
Mariología,1618,
Mariología,1619,1.0
Mariología,1620,3.0
Mariología,1621,1.0
Mariología,1624,2.0
Mariología,1625,7.0
Mariología,1626,1.0
Mariología,1630,3.0
Mariología,1631,1.0
Mariología,1632,
Mariología,1634,
Mariología,1635,3.0
Mariología,1637,4.0
Mariología,1638,
Mariología,1639,
Mariología,1640,3.0
Mariología,1642,
Mariología,1643,
Mariología,1645,1.0
Mariología,1646,1.0
Mariología,1647,
Mariología,1648,
Mariología,1649,3.0
Mariología,1650,24.0
Mariología,1652,3.0
Mariología,1653,
Mariología,1655,1.0
Mariología,1656,2.0
Mariología,1658,
Mariología,1659,1.0
Mariología,1660,7.0
Mariología,1661,
Mariología,1662,1.0
Mariología,1665,2.0
Mariología,1666,8.0
Mariología,1667,1.0
Mariología,1668,1.0
Mariología,1669,15.0
Mariología,1670,5.0
Mariología,1671,
Mariología,1672,
Mariología,1673,
Mariología,1675,25.0
Mariología,1676,12.0
Mariología,1677,
Mariología,1678,
Mariología,1679,
Mariología,1680,27.0
Mariología,1681,
Mariología,1683,
Mariología,1684,
Mariología,1685,2.0
Mariología,1686,
Mariología,1687,9.0
Mariología,1688,
Mariología,1689,7.0
Mariología,1690,22.0
Mariología,1691,1.0
Mariología,1692,4.0
Mariología,1693,
Mariología,1694,22.0
Mariología,1695,2.0
Mariología,1697,
Mariología,1698,1.0
Mariología,1699,
Mariología,1700,282.0
Mariología,1701,4.0
Mariología,1702,1.0
Mariología,1703,1.0
Mariología,1704,1.0
Mariología,1705,19.0
Mariología,1706,
Mariología,1708,1.0
Mariología,1709,1.0
Mariología,1710,1.0
Mariología,1711,
Mariología,1713,
Mariología,1714,2.0
Mariología,1715,52.0
Mariología,1716,1.0
Mariología,1717,8.0
Mariología,1719,
Mariología,1720,6.0
Mariología,1721,
Mariología,1723,
Mariología,1724,
Mariología,1725,4.0
Mariología,1726,
Mariología,1727,
Mariología,1728,
Mariología,1729,2.0
Mariología,1730,4.0
Mariología,1732,1.0
Mariología,1733,1.0
Mariología,1735,4.0
Mariología,1736,1.0
Mariología,1737,2.0
Mariología,1738,
Mariología,1739,2.0
Mariología,1740,12.0
Mariología,1741,1.0
Mariología,1743,2.0
Mariología,1744,
Mariología,1745,6.0
Mariología,1746,2.0
Mariología,1747,1.0
Mariología,1749,1.0
Mariología,1750,46.0
Mariología,1751,7.0
Mariología,1752,2.0
Mariología,1753,1.0
Mariología,1754,20.0
Mariología,1755,1.0
Mariología,1756,2.0
Mariología,1757,
Mariología,1758,
Mariología,1759,6.0
Mariología,1760,7.0
Mariología,1761,2.0
Mariología,1762,2.0
Mariología,1763,7.0
Mariología,1764,1.0
Mariología,1765,2.0
Mariología,1766,1.0
Mariología,1767,1.0
Mariología,1768,2.0
Mariología,1769,
Mariología,1770,9.0
Mariología,1771,1.0
Mariología,1772,2.0
Mariología,1773,
Mariología,1774,1.0
Mariología,1775,7.0
Mariología,1776,
Mariología,1777,1.0
Mariología,1778,2.0
Mariología,1779,3.0
Mariología,1780,5.0
Mariología,1781,5.0
Mariología,1782,
Mariología,1783,1.0
Mariología,1784,2.0
Mariología,1785,2.0
Mariología,1786,1.0
Mariología,1787,1.0
Mariología,1788,
Mariología,1789,
Mariología,1790,3.0
Mariología,1791,3.0
Mariología,1792,
Mariología,1793,4.0
Mariología,1794,
Mariología,1795,
Mariología,1797,1.0
Mariología,1799,1.0
Mariología,1800,10.0
Mariología,1801,
Mariología,1802,1.0
Mariología,1803,
Mariología,1805,1.0
Mariología,1806,
Mariología,1808,
Mariología,1809,1.0
Mariología,1810,
Mariología,1811,
Mariología,1812,
Mariología,1813,1.0
Mariología,1814,
Mariología,1816,1.0
Mariología,1817,
Mariología,1818,
Mariología,1819,
Mariología,1820,
Mariología,1821,
Mariología,1822,
Mariología,1824,1.0
Mariología,1830,
Mariología,1832,
Mariología,1834,4.0
Mariología,1840,1.0
Mariología,1850,
Mariología,1852,
Mariología,1858,
Mariología,1860,
Mística y Moral,1500,1.0
Mística y Moral,1535,
Mística y Moral,1539,
Mística y Moral,1550,1.0
Mística y Moral,1551,
Mística y Moral,1554,
Mística y Moral,1556,
Mística y Moral,1558,
Mística y Moral,1560,1.0
Mística y Moral,1562,
Mística y Moral,1565,
Mística y Moral,1568,
Mística y Moral,1570,
Mística y Moral,1573,
Mística y Moral,1575,
Mística y Moral,1579,
Mística y Moral,1580,
Mística y Moral,1581,
Mística y Moral,1584,
Mística y Moral,1586,
Mística y Moral,1587,
Mística y Moral,1588,
Mística y Moral,1590,
Mística y Moral,1594,
Mística y Moral,1600,4.0
Mística y Moral,1602,
Mística y Moral,1603,
Mística y Moral,1604,
Mística y Moral,1605,
Mística y Moral,1606,
Mística y Moral,1607,
Mística y Moral,1609,
Mística y Moral,1610,
Mística y Moral,1611,
Mística y Moral,1612,
Mística y Moral,1615,
Mística y Moral,1616,
Mística y Moral,1618,
Mística y Moral,1619,
Mística y Moral,1620,
Mística y Moral,1621,
Mística y Moral,1624,
Mística y Moral,1625,
Mística y Moral,1626,
Mística y Moral,1630,
Mística y Moral,1631,
Mística y Moral,1632,
Mística y Moral,1634,
Mística y Moral,1635,1.0
Mística y Moral,1637,
Mística y Moral,1638,
Mística y Moral,1639,
Mística y Moral,1640,
Mística y Moral,1642,
Mística y Moral,1643,
Mística y Moral,1645,
Mística y Moral,1646,
Mística y Moral,1647,
Mística y Moral,1648,
Mística y Moral,1649,
Mística y Moral,1650,4.0
Mística y Moral,1652,
Mística y Moral,1653,
Mística y Moral,1655,
Mística y Moral,1656,
Mística y Moral,1658,
Mística y Moral,1659,
Mística y Moral,1660,
Mística y Moral,1661,
Mística y Moral,1662,
Mística y Moral,1665,
Mística y Moral,1666,
Mística y Moral,1667,
Mística y Moral,1668,
Mística y Moral,1669,
Mística y Moral,1670,
Mística y Moral,1671,
Mística y Moral,1672,
Mística y Moral,1673,
Mística y Moral,1675,1.0
Mística y Moral,1676,
Mística y Moral,1677,
Mística y Moral,1678,
Mística y Moral,1679,
Mística y Moral,1680,
Mística y Moral,1681,
Mística y Moral,1683,
Mística y Moral,1684,
Mística y Moral,1685,
Mística y Moral,1686,
Mística y Moral,1687,
Mística y Moral,1688,
Mística y Moral,1689,
Mística y Moral,1690,
Mística y Moral,1691,1.0
Mística y Moral,1692,
Mística y Moral,1693,
Mística y Moral,1694,
Mística y Moral,1695,
Mística y Moral,1697,
Mística y Moral,1698,
Mística y Moral,1699,
Mística y Moral,1700,14.0
Mística y Moral,1701,
Mística y Moral,1702,
Mística y Moral,1703,
Mística y Moral,1704,
Mística y Moral,1705,
Mística y Moral,1706,
Mística y Moral,1708,
Mística y Moral,1709,
Mística y Moral,1710,
Mística y Moral,1711,
Mística y Moral,1713,
Mística y Moral,1714,
Mística y Moral,1715,
Mística y Moral,1716,
Mística y Moral,1717,
Mística y Moral,1719,
Mística y Moral,1720,
Mística y Moral,1721,
Mística y Moral,1723,
Mística y Moral,1724,
Mística y Moral,1725,
Mística y Moral,1726,
Mística y Moral,1727,
Mística y Moral,1728,
Mística y Moral,1729,
Mística y Moral,1730,
Mística y Moral,1732,
Mística y Moral,1733,
Mística y Moral,1735,2.0
Mística y Moral,1736,
Mística y Moral,1737,
Mística y Moral,1738,
Mística y Moral,1739,
Mística y Moral,1740,1.0
Mística y Moral,1741,
Mística y Moral,1743,
Mística y Moral,1744,
Mística y Moral,1745,
Mística y Moral,1746,
Mística y Moral,1747,
Mística y Moral,1749,
Mística y Moral,1750,1.0
Mística y Moral,1751,
Mística y Moral,1752,
Mística y Moral,1753,
Mística y Moral,1754,1.0
Mística y Moral,1755,
Mística y Moral,1756,
Mística y Moral,1757,
Mística y Moral,1758,
Mística y Moral,1759,
Mística y Moral,1760,
Mística y Moral,1761,
Mística y Moral,1762,
Mística y Moral,1763,
Mística y Moral,1764,
Mística y Moral,1765,
Mística y Moral,1766,
Mística y Moral,1767,
Mística y Moral,1768,
Mística y Moral,1769,
Mística y Moral,1770,
Mística y Moral,1771,1.0
Mística y Moral,1772,1.0
Mística y Moral,1773,
Mística y Moral,1774,
Mística y Moral,1775,2.0
Mística y Moral,1776,
Mística y Moral,1777,
Mística y Moral,1778,
Mística y Moral,1779,
Mística y Moral,1780,
Mística y Moral,1781,
Mística y Moral,1782,
Mística y Moral,1783,
Mística y Moral,1784,
Mística y Moral,1785,
Mística y Moral,1786,
Mística y Moral,1787,
Mística y Moral,1788,
Mística y Moral,1789,
Mística y Moral,1790,1.0
Mística y Moral,1791,
Mística y Moral,1792,
Mística y Moral,1793,
Mística y Moral,1794,
Mística y Moral,1795,
Mística y Moral,1797,
Mística y Moral,1799,
Mística y Moral,1800,7.0
Mística y Moral,1801,
Mística y Moral,1802,
Mística y Moral,1803,
Mística y Moral,1805,
Mística y Moral,1806,
Mística y Moral,1808,
Mística y Moral,1809,
Mística y Moral,1810,
Mística y Moral,1811,
Mística y Moral,1812,
Mística y Moral,1813,
Mística y Moral,1814,
Mística y Moral,1816,
Mística y Moral,1817,
Mística y Moral,1818,
Mística y Moral,1819,
Mística y Moral,1820,
Mística y Moral,1821,
Mística y Moral,1822,
Mística y Moral,1824,
Mística y Moral,1830,
Mística y Moral,1832,
Mística y Moral,1834,
Mística y Moral,1840,
Mística y Moral,1850,
Mística y Moral,1852,
Mística y Moral,1858,
Mística y Moral,1860,
Retrato,1500,2.0
Retrato,1535,1.0
Retrato,1539,
Retrato,1550,2.0
Retrato,1551,1.0
Retrato,1554,
Retrato,1556,
Retrato,1558,
Retrato,1560,
Retrato,1562,
Retrato,1565,1.0
Retrato,1568,1.0
Retrato,1570,
Retrato,1573,
Retrato,1575,
Retrato,1579,
Retrato,1580,
Retrato,1581,
Retrato,1584,1.0
Retrato,1586,1.0
Retrato,1587,
Retrato,1588,
Retrato,1590,
Retrato,1594,
Retrato,1600,39.0
Retrato,1602,
Retrato,1603,
Retrato,1604,
Retrato,1605,
Retrato,1606,
Retrato,1607,2.0
Retrato,1609,1.0
Retrato,1610,
Retrato,1611,1.0
Retrato,1612,
Retrato,1615,
Retrato,1616,
Retrato,1618,
Retrato,1619,
Retrato,1620,
Retrato,1621,2.0
Retrato,1624,1.0
Retrato,1625,
Retrato,1626,
Retrato,1630,
Retrato,1631,
Retrato,1632,
Retrato,1634,
Retrato,1635,
Retrato,1637,
Retrato,1638,
Retrato,1639,
Retrato,1640,1.0
Retrato,1642,1.0
Retrato,1643,
Retrato,1645,
Retrato,1646,
Retrato,1647,
Retrato,1648,1.0
Retrato,1649,
Retrato,1650,1.0
Retrato,1652,
Retrato,1653,2.0
Retrato,1655,1.0
Retrato,1656,
Retrato,1658,
Retrato,1659,
Retrato,1660,3.0
Retrato,1661,
Retrato,1662,
Retrato,1665,
Retrato,1666,
Retrato,1667,
Retrato,1668,
Retrato,1669,1.0
Retrato,1670,
Retrato,1671,
Retrato,1672,
Retrato,1673,1.0
Retrato,1675,1.0
Retrato,1676,
Retrato,1677,
Retrato,1678,
Retrato,1679,1.0
Retrato,1680,2.0
Retrato,1681,
Retrato,1683,
Retrato,1684,
Retrato,1685,
Retrato,1686,1.0
Retrato,1687,2.0
Retrato,1688,
Retrato,1689,
Retrato,1690,4.0
Retrato,1691,
Retrato,1692,
Retrato,1693,
Retrato,1694,1.0
Retrato,1695,1.0
Retrato,1697,1.0
Retrato,1698,
Retrato,1699,
Retrato,1700,203.0
Retrato,1701,
Retrato,1702,
Retrato,1703,
Retrato,1704,
Retrato,1705,3.0
Retrato,1706,
Retrato,1708,1.0
Retrato,1709,
Retrato,1710,1.0
Retrato,1711,
Retrato,1713,2.0
Retrato,1714,1.0
Retrato,1715,6.0
Retrato,1716,1.0
Retrato,1717,1.0
Retrato,1719,
Retrato,1720,2.0
Retrato,1721,
Retrato,1723,2.0
Retrato,1724,
Retrato,1725,
Retrato,1726,
Retrato,1727,1.0
Retrato,1728,
Retrato,1729,1.0
Retrato,1730,2.0
Retrato,1732,1.0
Retrato,1733,
Retrato,1735,2.0
Retrato,1736,1.0
Retrato,1737,
Retrato,1738,
Retrato,1739,
Retrato,1740,3.0
Retrato,1741,
Retrato,1743,
Retrato,1744,
Retrato,1745,
Retrato,1746,
Retrato,1747,
Retrato,1749,
Retrato,1750,13.0
Retrato,1751,
Retrato,1752,2.0
Retrato,1753,2.0
Retrato,1754,2.0
Retrato,1755,3.0
Retrato,1756,1.0
Retrato,1757,2.0
Retrato,1758,1.0
Retrato,1759,2.0
Retrato,1760,4.0
Retrato,1761,2.0
Retrato,1762,1.0
Retrato,1763,3.0
Retrato,1764,1.0
Retrato,1765,2.0
Retrato,1766,2.0
Retrato,1767,1.0
Retrato,1768,1.0
Retrato,1769,1.0
Retrato,1770,2.0
Retrato,1771,1.0
Retrato,1772,1.0
Retrato,1773,3.0
Retrato,1774,2.0
Retrato,1775,1.0
Retrato,1776,4.0
Retrato,1777,1.0
Retrato,1778,2.0
Retrato,1779,1.0
Retrato,1780,2.0
Retrato,1781,1.0
Retrato,1782,4.0
Retrato,1783,3.0
Retrato,1784,1.0
Retrato,1785,2.0
Retrato,1786,2.0
Retrato,1787,2.0
Retrato,1788,1.0
Retrato,1789,2.0
Retrato,1790,1.0
Retrato,1791,
Retrato,1792,3.0
Retrato,1793,3.0
Retrato,1794,5.0
Retrato,1795,1.0
Retrato,1797,2.0
Retrato,1799,1.0
Retrato,1800,12.0
Retrato,1801,
Retrato,1802,1.0
Retrato,1803,1.0
Retrato,1805,2.0
Retrato,1806,3.0
Retrato,1808,1.0
Retrato,1809,3.0
Retrato,1810,2.0
Retrato,1811,1.0
Retrato,1812,2.0
Retrato,1813,
Retrato,1814,2.0
Retrato,1816,1.0
Retrato,1817,
Retrato,1818,
Retrato,1819,1.0
Retrato,1820,1.0
Retrato,1821,
Retrato,1822,2.0
Retrato,1824,
Retrato,1830,2.0
Retrato,1832,1.0
Retrato,1834,
Retrato,1840,1.0
Retrato,1850,
Retrato,1852,1.0
Retrato,1858,
Retrato,1860,
Santos,1500,1.0
Santos,1535,
Santos,1539,
Santos,1550,12.0
Santos,1551,1.0
Santos,1554,
Santos,1556,1.0
Santos,1558,1.0
Santos,1560,
Santos,1562,
Santos,1565,
Santos,1568,
Santos,1570,3.0
Santos,1573,3.0
Santos,1575,6.0
Santos,1579,
Santos,1580,1.0
Santos,1581,2.0
Santos,1584,
Santos,1586,
Santos,1587,
Santos,1588,3.0
Santos,1590,
Santos,1594,
Santos,1600,202.0
Santos,1602,
Santos,1603,
Santos,1604,6.0
Santos,1605,
Santos,1606,
Santos,1607,
Santos,1609,
Santos,1610,10.0
Santos,1611,
Santos,1612,1.0
Santos,1615,
Santos,1616,1.0
Santos,1618,
Santos,1619,
Santos,1620,3.0
Santos,1621,
Santos,1624,
Santos,1625,6.0
Santos,1626,
Santos,1630,4.0
Santos,1631,
Santos,1632,1.0
Santos,1634,
Santos,1635,9.0
Santos,1637,6.0
Santos,1638,
Santos,1639,2.0
Santos,1640,3.0
Santos,1642,
Santos,1643,1.0
Santos,1645,1.0
Santos,1646,
Santos,1647,
Santos,1648,
Santos,1649,16.0
Santos,1650,18.0
Santos,1652,
Santos,1653,2.0
Santos,1655,
Santos,1656,1.0
Santos,1658,1.0
Santos,1659,
Santos,1660,3.0
Santos,1661,1.0
Santos,1662,
Santos,1665,
Santos,1666,4.0
Santos,1667,1.0
Santos,1668,1.0
Santos,1669,9.0
Santos,1670,7.0
Santos,1671,1.0
Santos,1672,1.0
Santos,1673,1.0
Santos,1675,32.0
Santos,1676,2.0
Santos,1677,1.0
Santos,1678,1.0
Santos,1679,
Santos,1680,16.0
Santos,1681,1.0
Santos,1683,
Santos,1684,
Santos,1685,
Santos,1686,
Santos,1687,11.0
Santos,1688,1.0
Santos,1689,1.0
Santos,1690,14.0
Santos,1691,2.0
Santos,1692,1.0
Santos,1693,1.0
Santos,1694,7.0
Santos,1695,1.0
Santos,1697,
Santos,1698,1.0
Santos,1699,
Santos,1700,314.0
Santos,1701,
Santos,1702,
Santos,1703,2.0
Santos,1704,
Santos,1705,17.0
Santos,1706,
Santos,1708,
Santos,1709,
Santos,1710,14.0
Santos,1711,9.0
Santos,1713,4.0
Santos,1714,
Santos,1715,19.0
Santos,1716,
Santos,1717,8.0
Santos,1719,
Santos,1720,7.0
Santos,1721,
Santos,1723,1.0
Santos,1724,
Santos,1725,2.0
Santos,1726,
Santos,1727,
Santos,1728,1.0
Santos,1729,
Santos,1730,2.0
Santos,1732,
Santos,1733,
Santos,1735,
Santos,1736,
Santos,1737,
Santos,1738,
Santos,1739,
Santos,1740,10.0
Santos,1741,
Santos,1743,
Santos,1744,
Santos,1745,13.0
Santos,1746,
Santos,1747,1.0
Santos,1749,
Santos,1750,21.0
Santos,1751,
Santos,1752,1.0
Santos,1753,
Santos,1754,10.0
Santos,1755,2.0
Santos,1756,28.0
Santos,1757,
Santos,1758,
Santos,1759,11.0
Santos,1760,
Santos,1761,3.0
Santos,1762,1.0
Santos,1763,1.0
Santos,1764,1.0
Santos,1765,3.0
Santos,1766,1.0
Santos,1767,
Santos,1768,1.0
Santos,1769,
Santos,1770,3.0
Santos,1771,1.0
Santos,1772,
Santos,1773,
Santos,1774,3.0
Santos,1775,1.0
Santos,1776,1.0
Santos,1777,3.0
Santos,1778,
Santos,1779,1.0
Santos,1780,2.0
Santos,1781,
Santos,1782,1.0
Santos,1783,
Santos,1784,1.0
Santos,1785,
Santos,1786,3.0
Santos,1787,
Santos,1788,
Santos,1789,
Santos,1790,2.0
Santos,1791,
Santos,1792,
Santos,1793,1.0
Santos,1794,
Santos,1795,
Santos,1797,
Santos,1799,
Santos,1800,4.0
Santos,1801,
Santos,1802,1.0
Santos,1803,
Santos,1805,
Santos,1806,2.0
Santos,1808,
Santos,1809,
Santos,1810,
Santos,1811,
Santos,1812,
Santos,1813,
Santos,1814,
Santos,1816,
Santos,1817,
Santos,1818,
Santos,1819,
Santos,1820,
Santos,1821,
Santos,1822,
Santos,1824,
Santos,1830,
Santos,1832,
Santos,1834,
Santos,1840,
Santos,1850,1.0
Santos,1852,
Santos,1858,
Santos,1860,1.0
Temas seculares,1500,
Temas seculares,1535,
Temas seculares,1539,
Temas seculares,1550,2.0
Temas seculares,1551,
Temas seculares,1554,
Temas seculares,1556,
Temas seculares,1558,
Temas seculares,1560,
Temas seculares,1562,
Temas seculares,1565,
Temas seculares,1568,
Temas seculares,1570,
Temas seculares,1573,
Temas seculares,1575,
Temas seculares,1579,
Temas seculares,1580,
Temas seculares,1581,
Temas seculares,1584,
Temas seculares,1586,
Temas seculares,1587,
Temas seculares,1588,
Temas seculares,1590,
Temas seculares,1594,
Temas seculares,1600,14.0
Temas seculares,1602,
Temas seculares,1603,
Temas seculares,1604,
Temas seculares,1605,
Temas seculares,1606,
Temas seculares,1607,
Temas seculares,1609,
Temas seculares,1610,
Temas seculares,1611,
Temas seculares,1612,
Temas seculares,1615,
Temas seculares,1616,
Temas seculares,1618,
Temas seculares,1619,
Temas seculares,1620,
Temas seculares,1621,
Temas seculares,1624,
Temas seculares,1625,
Temas seculares,1626,
Temas seculares,1630,
Temas seculares,1631,
Temas seculares,1632,
Temas seculares,1634,
Temas seculares,1635,
Temas seculares,1637,
Temas seculares,1638,
Temas seculares,1639,
Temas seculares,1640,
Temas seculares,1642,
Temas seculares,1643,
Temas seculares,1645,
Temas seculares,1646,
Temas seculares,1647,
Temas seculares,1648,
Temas seculares,1649,
Temas seculares,1650,
Temas seculares,1652,
Temas seculares,1653,
Temas seculares,1655,
Temas seculares,1656,
Temas seculares,1658,
Temas seculares,1659,
Temas seculares,1660,
Temas seculares,1661,
Temas seculares,1662,
Temas seculares,1665,
Temas seculares,1666,
Temas seculares,1667,
Temas seculares,1668,
Temas seculares,1669,4.0
Temas seculares,1670,1.0
Temas seculares,1671,
Temas seculares,1672,
Temas seculares,1673,
Temas seculares,1675,
Temas seculares,1676,
Temas seculares,1677,
Temas seculares,1678,
Temas seculares,1679,
Temas seculares,1680,1.0
Temas seculares,1681,
Temas seculares,1683,
Temas seculares,1684,
Temas seculares,1685,
Temas seculares,1686,
Temas seculares,1687,
Temas seculares,1688,
Temas seculares,1689,
Temas seculares,1690,1.0
Temas seculares,1691,
Temas seculares,1692,
Temas seculares,1693,
Temas seculares,1694,
Temas seculares,1695,
Temas seculares,1697,3.0
Temas seculares,1698,9.0
Temas seculares,1699,1.0
Temas seculares,1700,127.0
Temas seculares,1701,
Temas seculares,1702,
Temas seculares,1703,
Temas seculares,1704,
Temas seculares,1705,
Temas seculares,1706,1.0
Temas seculares,1708,
Temas seculares,1709,
Temas seculares,1710,
Temas seculares,1711,3.0
Temas seculares,1713,1.0
Temas seculares,1714,
Temas seculares,1715,6.0
Temas seculares,1716,
Temas seculares,1717,7.0
Temas seculares,1719,
Temas seculares,1720,3.0
Temas seculares,1721,
Temas seculares,1723,
Temas seculares,1724,
Temas seculares,1725,16.0
Temas seculares,1726,
Temas seculares,1727,
Temas seculares,1728,
Temas seculares,1729,
Temas seculares,1730,13.0
Temas seculares,1732,
Temas seculares,1733,1.0
Temas seculares,1735,2.0
Temas seculares,1736,
Temas seculares,1737,
Temas seculares,1738,
Temas seculares,1739,
Temas seculares,1740,3.0
Temas seculares,1741,
Temas seculares,1743,
Temas seculares,1744,
Temas seculares,1745,
Temas seculares,1746,
Temas seculares,1747,
Temas seculares,1749,
Temas seculares,1750,24.0
Temas seculares,1751,
Temas seculares,1752,
Temas seculares,1753,
Temas seculares,1754,17.0
Temas seculares,1755,
Temas seculares,1756,
Temas seculares,1757,
Temas seculares,1758,
Temas seculares,1759,
Temas seculares,1760,12.0
Temas seculares,1761,6.0
Temas seculares,1762,
Temas seculares,1763,14.0
Temas seculares,1764,
Temas seculares,1765,
Temas seculares,1766,
Temas seculares,1767,
Temas seculares,1768,
Temas seculares,1769,7.0
Temas seculares,1770,42.0
Temas seculares,1771,6.0
Temas seculares,1772,
Temas seculares,1773,
Temas seculares,1774,26.0
Temas seculares,1775,26.0
Temas seculares,1776,
Temas seculares,1777,1.0
Temas seculares,1778,
Temas seculares,1779,
Temas seculares,1780,19.0
Temas seculares,1781,
Temas seculares,1782,
Temas seculares,1783,1.0
Temas seculares,1784,
Temas seculares,1785,11.0
Temas seculares,1786,
Temas seculares,1787,12.0
Temas seculares,1788,
Temas seculares,1789,
Temas seculares,1790,2.0
Temas seculares,1791,
Temas seculares,1792,
Temas seculares,1793,
Temas seculares,1794,
Temas seculares,1795,
Temas seculares,1797,
Temas seculares,1799,
Temas seculares,1800,22.0
Temas seculares,1801,1.0
Temas seculares,1802,1.0
Temas seculares,1803,
Temas seculares,1805,
Temas seculares,1806,
Temas seculares,1808,
Temas seculares,1809,
Temas seculares,1810,
Temas seculares,1811,
Temas seculares,1812,
Temas seculares,1813,
Temas seculares,1814,
Temas seculares,1816,
Temas seculares,1817,
Temas seculares,1818,
Temas seculares,1819,
Temas seculares,1820,
Temas seculares,1821,
Temas seculares,1822,1.0
Temas seculares,1824,
Temas seculares,1830,
Temas seculares,1832,
Temas seculares,1834,
Temas seculares,1840,
Temas seculares,1850,1.0
Temas seculares,1852,
Temas seculares,1858,
Temas seculares,1860,
