,pais,Participación,conteo
Lugar origen,Argentina,1.36%,4.0
,Bolivia,1.36%,4.0
,Brazil,9.52%,28.0
,Chile,1.70%,5.0
,Colombia,6.46%,19.0
,Cuba,0.68%,2.0
,Dominican Rep.,2.04%,6.0
,Ecuador,6.80%,20.0
,Guatemala,0.34%,1.0
,Mexico,46.94%,138.0
,Peru,22.11%,65.0
,United States,0.34%,1.0
,Venezuela,0.34%,1.0
