name,total
Resurrección,37,,,,,,,,,,,,,,,,,
Pentecostés ,19,,Gráfica 35,,,,,,,,,,,,,,,
Apariciones,24,,,,,,,,,,,,,,,,,
ascemnción,17,,,,,,,,,,,,,,,,,
Transfiguracion ,8,,,,,,,,,,,,,,,,,
