categoria,anio,conteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1700,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inés de Asis,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1600,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1650,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1700,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1720,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel de Hungría,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1700,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita de Cortona,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1600,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1700,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1786,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1800,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Magdalena de Pazzi,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1600,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1607,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1680,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1700,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1725,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1820,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otras Santas,1837,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1570,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1590,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1600,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1617,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
