name,total
Inmaculada,509,,,,,,,,,,,,,,,,,,,
Dolorosa,291,,,,,,,,,,,,,,,,,,,
Guadalupe,207,,,,,,,,,,,,,,,,,,,
Rosario,206,,,,,,,,,,,,,,,,,,,
Carmen,184,,,,,,,,,,,,,,,,,,,
Virgen y niño,183,,,,,,,,,,,,,,,,,,,
Merced,114,,Gráfica 38,,,,,,,,,,,,,,,,,
Chiquinquirá,98,,,,,,,,,,,,,,,,,,,
Piedad,98,,,,,,,,,,,,,,,,,,,
Virgen de la Luz,83,,,,,,,,,,,,,,,,,,,
Pastora,69,,,,,,,,,,,,,,,,,,,
Lactación,54,,,,,,,,,,,,,,,,,,,
Refugio,46,,,,,,,,,,,,,,,,,,,
